"age"  "type_employer"  "education"  "marital"  "occupation"  "relationship"  "race"  "sex"  "capital_gain"  "capital_loss"  "hr_per_week"  "income"
51  " Private"  " 11th"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
44  " Private"  " Some-college"  " Divorced"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  57  "low"
37  " Private"  " HS-grad"  " Separated"  " Tech-support"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
25  " Private"  " 11th"  " Never-married"  " Machine-op-inspct"  " Own-child"  " Black"  " Female"  "None"  "None"  40  "low"
63  " Self-emp-not-inc"  " 7th-8th"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "High"  "None"  60  "high"
52  " Private"  " HS-grad"  " Divorced"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  45  "low"
42  " Local-gov"  " Some-college"  " Divorced"  " Tech-support"  " Not-in-family"  " White"  " Female"  "Low"  "None"  40  "low"
28  " Private"  " HS-grad"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
30  " Private"  " Masters"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "High"  "None"  40  "high"
34  " Private"  " Bachelors"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  50  "low"
37  " Federal-gov"  " Assoc-acdm"  " Married-civ-spouse"  " Exec-managerial"  " Wife"  " White"  " Female"  "None"  "None"  40  "high"
31  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
35  " Private"  " Some-college"  " Divorced"  " Sales"  " Not-in-family"  " White"  " Female"  "None"  "None"  35  "low"
25  " Private"  " Some-college"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
38  " Private"  " HS-grad"  " Divorced"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
43  " Self-emp-not-inc"  " HS-grad"  " Never-married"  " Farming-fishing"  " Not-in-family"  " White"  " Male"  "None"  "None"  60  "low"
22  " Private"  " Some-college"  " Never-married"  " Craft-repair"  " Other-relative"  " Asian-Pac-Islander"  " Female"  "None"  "None"  40  "low"
18  " Private"  " 11th"  " Never-married"  " Other-service"  " Own-child"  " White"  " Male"  "None"  "None"  20  "low"
26  " Private"  " HS-grad"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
36  " Private"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  60  "high"
43  " Private"  " HS-grad"  " Divorced"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  20  "low"
21  " Private"  " Some-college"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  25  "low"
62  " Federal-gov"  " Some-college"  " Widowed"  " Protective-serv"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
26  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
54  " Self-emp-not-inc"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
18  " Private"  " 11th"  " Never-married"  " Sales"  " Own-child"  " White"  " Female"  "None"  "None"  20  "low"
65  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  55  "low"
41  " Private"  " HS-grad"  " Never-married"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "Low"  "None"  50  "low"
31  " Private"  " 9th"  " Never-married"  " Other-service"  " Unmarried"  " White"  " Female"  "None"  "None"  20  "low"
56  " Private"  " 9th"  " Divorced"  " Sales"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
50  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  50  "high"
22  " Private"  " Bachelors"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Female"  "None"  "None"  35  "low"
36  " Local-gov"  " Some-college"  " Married-civ-spouse"  " Protective-serv"  " Husband"  " White"  " Male"  "None"  "None"  48  "low"
48  " Private"  " Doctorate"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " Asian-Pac-Islander"  " Male"  "None"  "None"  40  "high"
30  " Private"  " HS-grad"  " Married-civ-spouse"  " Other-service"  " Wife"  " White"  " Female"  "None"  "None"  30  "low"
35  " Private"  " Some-college"  " Married-civ-spouse"  " Tech-support"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
37  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  30  "low"
56  " Private"  " Masters"  " Married-civ-spouse"  " Exec-managerial"  " Wife"  " White"  " Female"  "None"  "None"  50  "low"
41  " Private"  " Assoc-acdm"  " Divorced"  " Sales"  " Unmarried"  " White"  " Male"  "None"  "None"  40  "low"
38  " State-gov"  " HS-grad"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
34  " Private"  " 9th"  " Separated"  " Machine-op-inspct"  " Unmarried"  " White"  " Female"  "None"  "None"  35  "low"
54  " State-gov"  " 12th"  " Never-married"  " Other-service"  " Own-child"  " White"  " Male"  "Low"  "None"  40  "low"
42  " Private"  " Assoc-voc"  " Divorced"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
33  " Private"  " HS-grad"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  50  "low"
21  " Private"  " HS-grad"  " Never-married"  " Prof-specialty"  " Own-child"  " White"  " Female"  "None"  "None"  30  "low"
69  " Local-gov"  " 10th"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  10  "low"
32  " Private"  " Assoc-acdm"  " Never-married"  " Sales"  " Not-in-family"  " Black"  " Female"  "None"  "None"  46  "low"
50  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
45  " Private"  " HS-grad"  " Divorced"  " Other-service"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
31  " Private"  " HS-grad"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "None"  35  "low"
24  " Private"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Wife"  " White"  " Female"  "None"  "None"  40  "low"
28  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  60  "high"
21  " Private"  " Assoc-acdm"  " Never-married"  " Other-service"  " Own-child"  " White"  " Female"  "None"  "None"  5  "low"
43  " Self-emp-not-inc"  " Assoc-voc"  " Divorced"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "None"  25  "low"
22  " Private"  " HS-grad"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Female"  "None"  "None"  25  "low"
62  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "Low"  40  "low"
21  " Self-emp-not-inc"  " Some-college"  " Never-married"  " Tech-support"  " Not-in-family"  " White"  " Male"  "None"  "None"  25  "low"
37  " Private"  " Some-college"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
34  " Private"  " Some-college"  " Divorced"  " Other-service"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
74  " Self-emp-not-inc"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "Low"  12  "high"
43  " Private"  " Some-college"  " Divorced"  " Machine-op-inspct"  " Unmarried"  " Black"  " Female"  "None"  "None"  38  "low"
25  " Private"  " Some-college"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
43  " Private"  " 11th"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
23  " Private"  " 11th"  " Married-civ-spouse"  " Other-service"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
33  " Private"  " HS-grad"  " Separated"  " Machine-op-inspct"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
51  " State-gov"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  35  "high"
64  " Private"  " Bachelors"  " Never-married"  " Sales"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
35  " Private"  " Some-college"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "None"  50  "low"
69  " Self-emp-not-inc"  " 10th"  " Married-spouse-absent"  " Farming-fishing"  " Not-in-family"  " White"  " Male"  "Low"  "None"  45  "low"
32  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  48  "high"
20  " Private"  " Some-college"  " Never-married"  " Other-service"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
66  " Self-emp-inc"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  50  "high"
31  " Private"  " Some-college"  " Never-married"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
22  " Private"  " Some-college"  " Never-married"  " Other-service"  " Own-child"  " White"  " Female"  "None"  "None"  24  "low"
32  " Private"  " Prof-school"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
23  " Private"  " Assoc-acdm"  " Never-married"  " Sales"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
21  " Private"  " Some-college"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
36  " Private"  " HS-grad"  " Married-civ-spouse"  " Other-service"  " Wife"  " Asian-Pac-Islander"  " Female"  "None"  "None"  2  "low"
62  " Local-gov"  " 7th-8th"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "Low"  "None"  40  "low"
24  " Private"  " HS-grad"  " Never-married"  " Handlers-cleaners"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
45  " Private"  " Some-college"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "Low"  "None"  50  "high"
27  " Private"  " 11th"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "Low"  "None"  40  "low"
38  " Private"  " Prof-school"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "High"  90  "high"
30  " Private"  " Some-college"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  30  "low"
21  " Self-emp-not-inc"  " Assoc-voc"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
56  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
59  " Local-gov"  " Masters"  " Widowed"  " Prof-specialty"  " Unmarried"  " White"  " Female"  "Low"  "None"  60  "high"
37  " Self-emp-not-inc"  " Some-college"  " Divorced"  " Exec-managerial"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
52  " Private"  " Some-college"  " Divorced"  " Exec-managerial"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
50  " Federal-gov"  " Some-college"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
55  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "Low"  "None"  60  "high"
55  " Private"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
72  " Private"  " Some-college"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "Low"  "None"  20  "low"
39  " Private"  " Some-college"  " Divorced"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
28  " Private"  " 12th"  " Divorced"  " Machine-op-inspct"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
38  " Private"  " Bachelors"  " Divorced"  " Tech-support"  " Other-relative"  " White"  " Male"  "None"  "None"  40  "low"
44  " Private"  " Some-college"  " Separated"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "Low"  55  "low"
51  " Self-emp-not-inc"  " HS-grad"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
20  " Private"  " Some-college"  " Never-married"  " Other-service"  " Own-child"  " White"  " Male"  "None"  "Low"  36  "low"
25  " Private"  " Some-college"  " Never-married"  " Transport-moving"  " Not-in-family"  " White"  " Female"  "None"  "None"  45  "low"
52  " Private"  " Some-college"  " Divorced"  " Sales"  " Other-relative"  " White"  " Female"  "None"  "None"  20  "high"
45  " Private"  " HS-grad"  " Widowed"  " Craft-repair"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
17  " Private"  " 11th"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Female"  "None"  "None"  12  "low"
64  " Local-gov"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  25  "low"
34  " Private"  " HS-grad"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "Low"  40  "low"
74  " Self-emp-not-inc"  " Some-college"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  4  "low"
58  " Federal-gov"  " 11th"  " Divorced"  " Craft-repair"  " Not-in-family"  " Black"  " Female"  "High"  "None"  40  "high"
44  " Private"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
23  " State-gov"  " Assoc-acdm"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  25  "low"
23  " Private"  " HS-grad"  " Never-married"  " Handlers-cleaners"  " Own-child"  " White"  " Male"  "None"  "None"  50  "low"
27  " Private"  " Assoc-voc"  " Never-married"  " Tech-support"  " Other-relative"  " White"  " Female"  "None"  "None"  36  "low"
34  " Private"  " Bachelors"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  45  "high"
18  " Private"  " HS-grad"  " Never-married"  " Sales"  " Own-child"  " White"  " Female"  "None"  "None"  24  "low"
33  " Private"  " 11th"  " Never-married"  " Sales"  " Unmarried"  " Black"  " Female"  "None"  "None"  17  "low"
50  " Self-emp-not-inc"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  48  "low"
47  " Private"  " HS-grad"  " Divorced"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  50  "low"
50  " Self-emp-inc"  " Prof-school"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "High"  "None"  55  "high"
18  " Private"  " 11th"  " Never-married"  " Sales"  " Own-child"  " White"  " Female"  "None"  "None"  15  "low"
49  " Local-gov"  " Prof-school"  " Married-civ-spouse"  " Prof-specialty"  " Wife"  " White"  " Female"  "None"  "High"  60  "high"
34  " Private"  " Some-college"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "None"  "None"  50  "low"
51  " Private"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "High"  "None"  45  "high"
56  " State-gov"  " Some-college"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
64  " Private"  " HS-grad"  " Widowed"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  8  "low"
23  " Private"  " Some-college"  " Never-married"  " Farming-fishing"  " Not-in-family"  " White"  " Female"  "None"  "None"  50  "low"
33  " Private"  " Some-college"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
43  " Private"  " Masters"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
60  " Federal-gov"  " HS-grad"  " Divorced"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "High"  "None"  40  "high"
57  " State-gov"  " 12th"  " Divorced"  " Other-service"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
22  " Private"  " Bachelors"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  45  "low"
23  " Private"  " Bachelors"  " Never-married"  " Machine-op-inspct"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
54  " Private"  " Some-college"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "High"  50  "high"
39  " Federal-gov"  " HS-grad"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " Black"  " Male"  "High"  "None"  52  "high"
32  " Self-emp-not-inc"  " Masters"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
20  " Private"  " Some-college"  " Never-married"  " Tech-support"  " Own-child"  " White"  " Male"  "None"  "None"  15  "low"
30  " Private"  " Some-college"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "None"  52  "low"
56  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
34  " Private"  " HS-grad"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
32  " Private"  " HS-grad"  " Never-married"  " Craft-repair"  " Unmarried"  " White"  " Male"  "None"  "None"  40  "low"
59  " Private"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  50  "high"
19  " Private"  " Some-college"  " Never-married"  " Prof-specialty"  " Own-child"  " White"  " Male"  "None"  "None"  11  "low"
29  " Private"  " HS-grad"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "None"  "None"  42  "low"
24  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  60  "low"
41  " State-gov"  " Masters"  " Divorced"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  35  "low"
23  " Private"  " 7th-8th"  " Married-civ-spouse"  " Handlers-cleaners"  " Other-relative"  " Other"  " Female"  "None"  "None"  30  "low"
32  " Private"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "High"  50  "high"
18  " Private"  " HS-grad"  " Never-married"  " Sales"  " Own-child"  " White"  " Male"  "None"  "None"  10  "low"
38  " Private"  " HS-grad"  " Separated"  " Transport-moving"  " Unmarried"  " Black"  " Female"  "None"  "None"  30  "low"
29  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  50  "low"
25  " Private"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
31  " Private"  " Prof-school"  " Never-married"  " Tech-support"  " Not-in-family"  " White"  " Male"  "None"  "None"  55  "low"
34  " Private"  " Bachelors"  " Married-spouse-absent"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  25  "low"
34  " Private"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "Low"  45  "high"
66  " State-gov"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "Low"  40  "high"
41  " Private"  " 5th-6th"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
62  " Private"  " 7th-8th"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  20  "low"
58  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " Black"  " Male"  "None"  "None"  40  "low"
40  " Private"  " HS-grad"  " Separated"  " Exec-managerial"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
24  " Private"  " Bachelors"  " Never-married"  " Exec-managerial"  " Own-child"  " Asian-Pac-Islander"  " Female"  "None"  "None"  40  "low"
47  " Private"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
19  " Private"  " HS-grad"  " Never-married"  " Other-service"  " Own-child"  " Black"  " Male"  "None"  "None"  25  "low"
32  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
51  " State-gov"  " Some-college"  " Divorced"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
25  " Private"  " 9th"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
22  " Private"  " Some-college"  " Never-married"  " Transport-moving"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
29  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Wife"  " White"  " Female"  "None"  "None"  50  "high"
20  " Private"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
42  " Private"  " 7th-8th"  " Divorced"  " Craft-repair"  " Unmarried"  " White"  " Male"  "None"  "None"  40  "low"
18  " Private"  " HS-grad"  " Never-married"  " Machine-op-inspct"  " Own-child"  " White"  " Male"  "None"  "None"  20  "low"
23  " Private"  " 10th"  " Married-civ-spouse"  " Machine-op-inspct"  " Own-child"  " Asian-Pac-Islander"  " Female"  "None"  "None"  40  "low"
55  " Private"  " Bachelors"  " Divorced"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "high"
40  " Private"  " HS-grad"  " Divorced"  " Machine-op-inspct"  " Not-in-family"  " Black"  " Male"  "None"  "None"  40  "low"
52  " Private"  " Some-college"  " Divorced"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  50  "low"
37  " Private"  " HS-grad"  " Divorced"  " Machine-op-inspct"  " Unmarried"  " White"  " Male"  "None"  "None"  40  "high"
21  " Private"  " Some-college"  " Never-married"  " Sales"  " Own-child"  " White"  " Female"  "None"  "Low"  22  "low"
35  " Private"  " Assoc-voc"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  60  "low"
45  " Private"  " Some-college"  " Divorced"  " Machine-op-inspct"  " Unmarried"  " White"  " Male"  "None"  "None"  48  "low"
39  " Private"  " HS-grad"  " Divorced"  " Adm-clerical"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
54  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  44  "low"
42  " Private"  " 7th-8th"  " Divorced"  " Sales"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
59  " Self-emp-inc"  " Assoc-acdm"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
42  " Private"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Wife"  " White"  " Female"  "None"  "None"  40  "high"
22  " Private"  " Some-college"  " Never-married"  " Protective-serv"  " Own-child"  " Black"  " Female"  "None"  "None"  20  "low"
33  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
39  " Private"  " Some-college"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
18  " Self-emp-inc"  " 11th"  " Never-married"  " Farming-fishing"  " Own-child"  " White"  " Male"  "None"  "None"  70  "low"
46  " Private"  " Some-college"  " Married-civ-spouse"  " Sales"  " Husband"  " Black"  " Male"  "None"  "None"  60  "high"
24  " Private"  " Bachelors"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
28  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Handlers-cleaners"  " Wife"  " White"  " Female"  "None"  "None"  30  "low"
21  " State-gov"  " HS-grad"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Female"  "None"  "None"  43  "low"
22  " Private"  " 11th"  " Never-married"  " Craft-repair"  " Own-child"  " White"  " Male"  "None"  "None"  30  "low"
61  " Private"  " 5th-6th"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " Asian-Pac-Islander"  " Male"  "Low"  "None"  40  "high"
56  " Federal-gov"  " Some-college"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " Asian-Pac-Islander"  " Male"  "None"  "None"  40  "low"
21  " Private"  " Some-college"  " Never-married"  " Sales"  " Own-child"  " White"  " Female"  "None"  "None"  20  "low"
17  " Private"  " 10th"  " Never-married"  " Handlers-cleaners"  " Own-child"  " White"  " Male"  "None"  "None"  26  "low"
28  " Local-gov"  " HS-grad"  " Married-civ-spouse"  " Protective-serv"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
62  " Private"  " HS-grad"  " Widowed"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  38  "low"
39  " Private"  " HS-grad"  " Separated"  " Machine-op-inspct"  " Not-in-family"  " Black"  " Male"  "Low"  "None"  40  "low"
30  " Local-gov"  " HS-grad"  " Never-married"  " Protective-serv"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
18  " Local-gov"  " 11th"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Male"  "None"  "None"  12  "low"
54  " Private"  " HS-grad"  " Never-married"  " Handlers-cleaners"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
49  " Private"  " Some-college"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
33  " State-gov"  " Doctorate"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " Asian-Pac-Islander"  " Male"  "None"  "None"  50  "low"
50  " Private"  " Bachelors"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
57  " Private"  " HS-grad"  " Married-civ-spouse"  " Other-service"  " Husband"  " White"  " Male"  "None"  "None"  78  "low"
50  " State-gov"  " HS-grad"  " Divorced"  " Adm-clerical"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
45  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
41  " Private"  " Some-college"  " Married-civ-spouse"  " Exec-managerial"  " Own-child"  " White"  " Male"  "None"  "None"  40  "high"
23  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  48  "low"
23  " Private"  " Bachelors"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
47  " Private"  " HS-grad"  " Married-civ-spouse"  " Adm-clerical"  " Wife"  " White"  " Female"  "None"  "None"  40  "low"
39  " Self-emp-not-inc"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " Asian-Pac-Islander"  " Male"  "None"  "None"  50  "low"
29  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "Low"  48  "high"
46  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " Black"  " Male"  "None"  "None"  40  "low"
